"title","date","link"
"STIG Viewer 3.1-Win64 msi ","2023-08-08","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_STIGViewer-win32_x64-3-1-0_msi.zip"
"STIG Viewer 3.x User Guide - Ver 1, Rel 1 ","2023-08-08","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_STIG_Viewer_3-x_User_Guide_V1R1.pdf"
"Cloud Service Providers in FedRAMP Process ","2023-08-04","https://marketplace.fedramp.gov/products"
"Microsoft Windows Server 2022 DNS Draft STIG - Ver 1, Rel 0.1 ","2023-08-02","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2022_DNS_V1R0-1_IDraftSTIG.zip"
"CCI List ","2023-08-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CCI_List.zip"
"VMware vSphere 7.0 STIG ","2023-07-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_vSphere_7-0_Y23M07_STIG.zip"
"Q3 Release Summary ","2023-07-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/July-2023-STIGs-to-Be-Released.pdf"
"Solaris 11 X86 STIG - Ver 2, Rel 8 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_11_x86_V2R8_STIG.zip"
"BlackBerry Enterprise Mobility Server (BEMS) 3.x STIG - Ver 1, Rel 2 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_BEMS_3-x_V1R2_STIG.zip"
"Splunk Enterprise 7.x for Windows STIG - Ver 2, Rel 4 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Splunk_Enterprise_7-x_for_Windows_V2R4_STIG.zip"
"Sunset - VMware vSphere 6.5 STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_vSphere_6-5_Y23M07_STIG.zip"
"Microsoft Edge STIG - Ver 1, Rel 7 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Edge_V1R7_STIG.zip"
"Oracle Database 12c STIG - Ver 2, Rel 8 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Oracle_Database_12c_V2R8_STIG.zip"
"Rancher Government Solutions Multi-Cluster Manager STIG - Ver 1, Rel 3 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_RGS_MCM_V1R3_STIG.zip"
"Microsoft Azure SQL Database STIG - Ver 1, Rel 2 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Azure_SQL_DB_V1R2_STIG.zip"
"General Purpose Operating System SRG - Ver 2, Rel 6 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_GPOS_V2R6_SRG.zip"
"Mozilla Firefox STIG - Ver 6, Rel 5 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MOZ_Firefox_V6R5_STIG.zip"
"Palo Alto Networks Prisma Cloud Compute STIG - Ver 1, Rel 3 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_PAN_Prisma_Cloud_Compute_V1R3_STIG.zip"
"Oracle MySQL 8.0 STIG - Ver 1, Rel 4 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Oracle_MySQL_8-0_V1R4_STIG.zip"
"Jamf Pro v10.x EMM STIG - Ver 2, Rel 1 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Jamf_Pro_v10-x_EMM_V2R1_STIG.zip"
"Juniper EX Series Switches STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Juniper_EX_Switches_Y23M07_STIG.zip"
"Solaris 11 SPARC STIG - Ver 2, Rel 8 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_11_SPARC_V2R8_STIG.zip"
"Rancher Government Solutions RKE2 STIG - Ver 1, Rel 3 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_RGS_RKE2_V1R3_STIG.zip"
"Microsoft OneDrive STIG - Ver 2, Rel 3 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OneDrive_V2R3_STIG.zip"
"Sunset - Esri ArcGIS for Server 10.3 STIG - Ver 2, Rel 1 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ArcGIS_Server_10-3_V2R1_STIG.zip"
"SUSE Linux Enterprise Server 12 STIG Benchmark - Ver 2, Rel 10 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SLES_12_V2R10_STIG_SCAP_1-2_Benchmark.zip"
"Sunset - Samsung Android OS 10 with Knox 3.x STIG - Ver 2, Rel 1 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SS_Android_10_Knox_3-x_V2R1_STIG.zip"
"VMware NSX-T Data Center STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_NSX-T_Y23M07_STIG.zip"
"Fortinet FortiGate Firewall STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_FN_FortiGate_Firewall_Y23M07_STIG.zip"
"Traditional Security Checklist - Ver 2, Rel 4 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Traditional_Security_Checklist_V2R4.zip"
"Forescout STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_FS_Y23M07_STIG.zip"
"HPE 3PAR StoreServ OS STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_HPE_3PAR_StoreServ_OS_Y23M07_STIG.zip"
"Application Security and Development STIG - Ver 5, Rel 3 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ASD_V5R3_STIG.zip"
"Apache Server 2.4 Unix STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apache_Server_2-4_Unix_Y23M07_STIG.zip"
"Domain Name System (DNS) SRG - Ver 3, Rel 1 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Domain_Name_System_V3R1_SRG.zip"
"Sunset - VMware vSphere 6.7 STIG ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_vSphere_6-7_Y23M07_STIG.zip"
"IBM DB2 V10.5 STIG - Ver 2, Rel 1 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_DB2_V10-5_LUW_V2R1_STIG.zip"
"Container Platform SRG - Ver 1, Rel 4 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Container_Platform_V1R4_SRG.zip"
"Application Server SRG - Ver 3, Rel 4 ","2023-07-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Application_Server_V3R4_SRG.zip"
"BlackBerry CylancePROTECT Mobile for UEM STIG - Ver 1, Rel 1 ","2023-06-29","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_BB_CylancePROTECT_Mobile_for_UEM_V1R1_STIG.zip"
"Network Device Management SRG - Ver 4, Rel 3 ","2023-05-17","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_NDM_V4R3_SRG.zip"
"Network Infrastructure Policy STIG - Ver 10, Rel 6 ","2023-05-17","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Network_Infrastructure_Policy_V10R6_STIG.zip"
"Cisco ISE STIG ","2023-05-17","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Cisco_ISE_Y23M06_STIG.zip"
"Virtual Private Network SRG - Ver 2, Rel 5 ","2023-05-17","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VPN_V2R5_SRG.zip"
"Juniper Router STIG ","2023-05-17","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Juniper_Router_Y23M06_STIG.zip"
"Active Directory Domain STIG - Ver 3, Rel 3 ","2023-05-05","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Active_Directory_Domain_V3R3_STIG.zip"
"Microsoft Defender Antivirus STIG Benchmark - Ver 2, Rel 4 ","2023-05-05","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Defender_Antivirus_V2R4_STIG_SCAP_1-2_Benchmark.zip"
"Microsoft Internet Explorer 11 STIG - Ver 2, Rel 4 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_IE11_V2R4_STIG.zip"
"IBM Hardware Management Console (HMC) STIG ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_HMC_Y23M04_STIG.zip"
"Apple iOS/iPadOS 16 STIG - Ver 1, Rel 2 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apple_iOS-iPadOS_16_V1R2_STIG.zip"
"Microsoft Internet Explorer 11 STIG Benchmark - Ver 2, Rel 5 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_IE11_V2R5_STIG_SCAP_1-2_Benchmark.zip"
"Unified Endpoint Manager (UEM) SRG ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_UEM_Y23M04_SRG.zip"
"Solaris 11 X86 STIG Benchmark - Ver 2, Rel 4 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_11_X86_V2R4_STIG_SCAP_1-2_Benchmark.zip"
"Cisco IOS-XE Router NDM STIG Benchmark - Ver 1, Rel 7 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Cisco_IOS-XE_Router_NDM_V1R7_STIG_SCAP_1-3_Benchmark.zip"
"Cisco IOS-XE Router RTR STIG Benchmark - Ver 1, Rel 3 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Cisco_IOS-XE_Router_RTR_V1R3_STIG_SCAP_1-3_Benchmark.zip"
"Solaris 11 SPARC STIG Benchmark - Ver 2, Rel 4 ","2023-04-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_11_SPARC_V2R4_STIG_SCAP_1-2_Benchmark.zip"
"Update to DoD CIO Memo on Commercial Public Key Infrastructure Certificates on Public-Facing DoD Websites ","2023-03-10","https://dl.dod.cyber.mil/wp-content/uploads/pki-pke/pdf/unclass-cio_memo_update_commercial_certs.pdf"
"AvePoint Compliance Guardian STIG - Ver 1, Rel 1 ","2023-03-07","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_AP_Compliance_Guardian_V1R1_STIG.zip"
"Nutanix AOS 5.20.x STIG - Ver 1, Rel 1 ","2023-03-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Nutanix_AOS_5-20-x_V1R1_STIG.zip"
"Arista MLS EOS 4.2x STIG ","2023-02-14","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Arista_MLS_EOS_4-2x_Y23M02_STIG.zip"
"Riverbed NetProfiler STIG - Ver 1, Rel 1 ","2023-02-14","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_RB_NetProfiler_V1R1_STIG.zip"
"Windows Server 2022 STIG with Ansible - Ver 1, Rel 1 ","2023-02-08","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2022_V1R1_STIG_Ansible.zip"
"Microsoft Windows Server 2022 STIG for Chef - Ver 1, Rel 1 ","2023-02-03","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2022_V1R1_STIG_Chef.zip"
"Samsung Android 13 with Knox 3.x STIG ","2023-01-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SS_Android_OS_13_KPE_3-x_Y23M01_STIG.zip"
"Sunset - Solaris 10 SPARC STIG Benchmark - Ver 2, Rel 4 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_10_SPARC_V2R4_STIG_SCAP_1-2_Benchmark.zip"
"Sunset - Solaris 10 X86 STIG Benchmark - Ver 2, Rel 4 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_10_X86_V2R4_STIG_SCAP_1-2_Benchmark.zip"
"Sunset - Solaris 10 SPARC STIG - Ver 2, Rel 4 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_10_SPARC_V2R4_STIG.zip"
"Sunset - Solaris 10 x86 STIG - Ver 2, Rel 4 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SOL_10_x86_V2R4_STIG.zip"
"Sunset - Apple OS X 10.15 STIG - Ver 1, Rel 10 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apple_OS_X_10-15_V1R10_STIG.zip"
"Sunset - Oracle Linux 6 STIG - Ver 2, Rel 7 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Oracle_Linux_6_V2R7_STIG.zip"
"Apache Server 2.4 Windows STIG ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apache_Server_2-4_Windows_Y23M01_STIG.zip"
"NetApp ONTAP DSC 9.x STIG - Ver 1, Rel 3 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_NetApp_ONTAP_DSC_9-x_V1R3_STIG.zip"
"Google Chrome STIG - Ver 2, Rel 8 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Google_Chrome_V2R8_STIG.zip"
"Google Chrome STIG Benchmark - Ver 2, Rel 8 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Google_Chrome_V2R8_STIG_SCAP_1-2_Benchmark.zip"
"Microsoft .NET Framework 4 STIG Benchmark - Ver 2, Rel 2 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_DotNet_Framework_4-0_V2R2_STIG_SCAP_1-2_Benchmark.zip"
"Oracle HTTP Server 12.1.3 STIG - Ver 2, Rel 2 ","2023-01-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Oracle_HTTP_Server_12-1-3_V2R2_STIG.zip"
"Tri-Lab Operating System Stack (TOSS) 4 STIG - Ver 1, Rel 1 ","2022-12-29","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_TOSS_4_V1R1_STIG.zip"
"Tanium 7.x on TanOS STIG - Ver 1, Rel 1 ","2022-11-29","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-x_TanOS_V1R1_STIG.zip"
"Microsoft Android 11 STIG ","2022-11-16","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Android_11_STIG.zip"
"Google Android 13 STIG - Ver 1, Rel 1 ","2022-11-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Google_Android_13_V1R1_STIG.zip"
"Firewall SRG - Ver 2, Rel 3 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Firewall_V2R3_SRG.zip"
"Sunset - Apple iOS/iPadOS 14 STIG - Ver 1, Rel 3 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apple_iOS_iPadOS_14_V1R3_STIG.zip"
"Adobe Acrobat Reader DC Continuous Track STIG Benchmark - Ver 2, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Adobe_Acrobat_Reader_DC_Continuous_V2R2_STIG_SCAP_1-2_Benchmark.zip"
"Redis Enterprise 6.x STIG - Ver 1, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Redis_Enterprise_6-x_V1R2_STIG.zip"
"IBM WebSphere Liberty Server STIG - Ver 1, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_WebSphere_Liberty_Server_V1R2_STIG.zip"
"IBM zVM Using CA VMSecure STIG - Ver 2, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_zVM_Using_CA_VMSecure_V2R2_STIG.zip"
"Juniper SRX Services Gateway STIG ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Juniper_SRX_SG_Y22M10_STIG.zip"
"Central Log Server SRG - Ver 2, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Central_Log_Server_V2R2_SRG.zip"
"Palo Alto Networks STIG ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_PAN_Y22M10_STIG.zip"
"MS SQL Server 2014 STIG ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_SQL_Server_2014_Y22M10_STIG.zip"
"MarkLogic Server v9 STIG - Ver 2, Rel 1 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MarkLogic_Server_v9_V2R1_STIG.zip"
"Sunset - Zebra Android 10 STIG ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Zebra_Android_10_Y22M10_STIG.zip"
"CA IDMS STIG - Ver 1, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CA_IDMS_V1R2_STIG.zip"
"MongoDB Enterprise Advanced 4.x STIG - Ver 1, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MDB_Enterprise_Advanced_4-x_V1R2_STIG.zip"
"Microsoft .Net Framework 4.0 STIG - Ver 2, Rel 2 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_DotNet_Framework_4-0_V2R2_STIG.zip"
"Mainframe Product SRG - Ver 2, Rel 1 ","2022-10-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Mainframe_Product_V2R1_SRG.zip"
"SPEC Innovations Innoslate 4.x STIG - Ver 1, Rel 1 ","2022-09-28","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SPEC_Innovations_Innoslate_4-x_V1R1_STIG.zip"
"STIG Viewer 2.17 ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_STIGViewer_2-17.zip"
"STIG Viewer 2.17-Win64 ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_STIGViewer_2-17_Win64.zip"
"STIG Viewer 2.17 Hashes ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/txt/U_STIGViewer_2-17_Hashes.txt"
"STIG Viewer User Guide (Sep 2022) ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_STIG_Viewer_2-x_User_Guide_V1R13.pdf"
"STIG Viewer 2.17-Linux ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_STIGViewer_2-17_Linux.zip"
"STIG Viewer 2.17-Win64 msi ","2022-09-21","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_STIGViewer_2-17_Win64.msi.zip"
"Motorola Solutions Android 11 - Ver 1, Rel 2 ","2022-09-07","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MOT_Solutions_Android_11_V1R2_STIG.zip"
"Tanium 7.x STIG - Ver 1, Rel 2 ","2022-08-25","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-x_V1R2_STIG.zip"
"MariaDB Enterprise 10.x STIG - Ver 1, Rel 2 ","2022-08-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MariaDB_Enterprise_10-x_V1R2_STIG.zip"
"IBM Aspera Platform 4-2 STIG - Ver 1, Rel 2 ","2022-08-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_Aspera_Platform_4-2_V1R2_STIG.zip"
"AvePoint DocAve 6 STIG - Ver 1, Rel 2 ","2022-08-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_AvePoint_DocAve_6_V1R2_STIG.zip"
"AvePoint DocAve 6 - Ver 1, Rel 1 ","2022-08-02","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_AvePoint_DocAve_6_V1R1_STIG.zip"
"Samsung Android 12 with Knox 3.x STIG ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SS_Android_12_KPE_3-x_Y22M07_STIG.zip"
"Samsung SDS EMM STIG - Ver 1, Rel 3 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SS_SDS_EMM_V1R3_STIG.zip"
"Red Hat Enterprise Linux 7 STIG for Chef - Ver 3, Rel 8 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_RHEL_7_V3R8_STIG_Chef.zip"
"PostgreSQL 9.x STIG - Ver 2, Rel 3 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_PGS_SQL_9-x_V2R3_STIG.zip"
"Sunset - Voice Video Services Policy Security STIG - Ver 3, Rel 18 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Voice_Video_Services_Policy_V3R18_STIG.zip"
"Sunset - Voice/Video over Internet Protocol (VVoIP) STIG - Ver 3, Rel 15 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VVoIP_V3R15_STIG.zip"
"Sunset - Voice Video Session Management SRG - Ver 2, Rel 2 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Voice_Video_Session_Mgmt_V2R2_SRG.zip"
"Sunset - Voice Video Endpoint SRG - Ver 2, Rel 2 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Voice_Video_Endpoint_V2R2_SRG.zip"
"Sunset - Video Services Policy STIG - Ver 1, Rel 12 ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Video_Services_Policy_V1R12_STIG.zip"
"Trend Micro TippingPoint STIG ","2022-07-27","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_TM_TippingPoint_Y22M07_STIG.zip"
